vendor_id,vendor_name,address,postal_code,city,country,email,bank_country,currency,vat_number,iban,bic,bank_account_number,bank_code,bank_name,company_entity,group,owner,belgian_number,payment_terms,norwegian_bankgiro_number,vendor_name_1
BE0860109393,Textile Biotech Garden,Kerk Plaatsje 59,6318037,Zurich,Belgium,kontakt@cloud.fm,,CHF,BE-623.335.186,BE0962768917,RAIFCH22706,,,,BE,Suppliers,Isaac Rivera,3240925876,,,
BE0728655686,Furniture Pharmaceutical Home,Dom Squ 17,20354,Hamburg,Belgium,kontakt@cloud.fm,,EUR,CHE-474.326.808,BE6927160798,HYVEDEMM300,,,,BE,Suppliers,Lily White,3275489103,,,
BE0672871085,Interiors Medical Lifestyle,Kasteel Pleintje 24,CH-4052,Basel,Belgium,kontakt@cloud.fm,,CHF,BE-401.644.266,BE9176602086,CRESCHZZ80A,,,,BE,Suppliers,David Gray,3257836419,,,
BE0746581187,Construction Wellness Design,Markt Weg 68,10415,Põhja-Tallinna linnaosa Tallin,Belgium,kontakt@cloud.fm,,EUR,BE-293.219.336 MWST,BE0962768191,LHVBEE22,,,,BE,Suppliers,Anna Bryant,3282149705,,,
BE0888020352,Engineering Healthcare Decor,Klooster Straat 36,8031,Zurich,Belgium,kontakt@cloud.fm,,CHF,BEL-551.641.321,BE6927160798,LHVBEE22,,,,BE,Suppliers,Jack Thompson,3264918703,,,
BE0447827523,Architectural Sports Fashion,Brouwerij Steeg 51,D-10119,Berlin,Belgium,info@sport-labs.de,,CHF,lthjbuu,BE9176602086,SOLADEST600,,,,BE,Suppliers,Grace Ward,3235784612,,,
BE0544411215,Energy Fitness Beauty,Meubel Boulevard 3,AT-6344,Walchsee,Belgium,info@sport-labs.de,,EUR,KmPEVZPSHi,BE0962768917,SPKUAT22XXX,,,,BE,Suppliers,Sebastian Hill,3257603982,,,
BE0867686776,Utilities Outdoor Apparel,Meubel Plein 28,14480,Potsdam,Belgium,info@sport-labs.de,,EUR,BE-382.829.868 MWST,BE6927160798,COBADEFFXX,,,,BE,Suppliers,Charlotte Campbell,3281934567,,,
BE0737903350,Infrastructure Recreation Accessories,Handels Laan 8,8902,Urdorf,Belgium,info@sport-labs.de,,CHF,vgwuzswus,BE9176602086,ZKBKCHZZ80A,,,,BE,Suppliers,Michael Bennett,3228056943,,,
BE0722977624,Transportation Arts Jewelry,Ambacht Dreef 14,Zürich,8001,Belgium,info@sport-labs.de,,CHF,CHE-581.129.429,BE0962768191,BOFACH2X,,,,BE,Suppliers,Victoria Flores,3270965284,,,
BE0447827533,Logistics Culture Watches,Nijverheids Baan 32,8004,Zurich,Belgium,info@sport-labs.de,,CHF,rkwivwc,BE6927160798,RAIFCH22E87,,,,BE,Suppliers,Leo Lewis,3286702491,,,
BE0447827533,Mobility Creative Footwear,Technologie Pad 76,8952,Schlieren,Belgium,info@sport-labs.de,,CHF,CHE-990.962.881,BE9176602086,UBSWCHZH80A,,,,BE,Suppliers,Maya Phillips,3241950678,,,
BE0447827524,Travel Publishing Leather,Innovatie Boulevard 19,8050,Zurich,Belgium,info@sport-labs.de,,CHF,tkzveqb,BE0962768917,CRESCHZZ80A,,,,BE,Suppliers,Jake Wright,3267845093,,,
Tourism Music Textile,Tourism Music Textile,Kennis Ring 74,8005,Zürich,Belgium,contact@music.ch,,CHF,BE-232.343.692,BE6927160798,UBSWCHZH80A,,,,BE,Suppliers,Olivia Peterson,3251936847,,,
CHE443545563,Hospitality Film Furniture,Onderzoek Steeg 45,8700,Küsnacht,Belgium,contact@music.ch,,CHF,BE-161.372.101 MWST,BE9176602086,CRESCHZZ80A,,,,BE,Suppliers,Samuel Butler,3286071425,,,
CHE-105934790,Leisure TV Interiors,Laboratorium Straat 58,6371,Stans,Belgium,contact@music.ch,,CHF,BE-435.573.427 MWST,BE0962768191,NIKACH22,,,,BE,Suppliers,Hannah Wood,3248710569,,,
KANTON ZURICH,Entertainment Events Construction,Proeftuin Weg 92,8047,Zürich,Belgium,contact@music.ch,,CHF,BE-400.158.414 MWST,BE6927160798,CRESCHZZ80A,,,,BE,Suppliers,Joseph Stewart,3219584062,,,
Media Experiences Engineering,Media Experiences Engineering,Research Pad 26,CH-3001,Postfach,Belgium,contact@music.ch,,CHF,pnWuMNGebhTbKT,BE9176602086,CRESCHZZ80A,,,,BE,Suppliers,Chloe Adams,3274623091,,,
BE0447327523,Communications Concierge Architectural,Ontw Weg 11,8090,Zürich,Belgium,contact@music.ch,,CHF,BEL-561.629.305,BE0962768917,ZKBKCHZZ80A,,,,BE,Suppliers,Owen Scott,3228053764,,,
CHE337962396,Advertising Lifestyle Energy,Incubator Boulevard 33,CH-1020,Renens 1,Belgium,contact@music.ch,,CHF,CHE-361.214.720,BE6927160798,ZKBKCHZZ80A,,,,BE,Suppliers,Lucy Thompson,3245702891,,,
078 798 05 01,Marketing Enterprises Utilities,Univ Laan 47,8005,Zürich,Belgium,contact@music.ch,,CHF,BEL-662.490.983,BE9176602086,CRESCHZZ80A,,,,BE,Suppliers,Noah Young,3279134582,,,
BE0447827522,Branding Wellness Infrastructure,Hogesch Boulevard 71,8087,Zurich,Belgium,contact@music.ch,,CHF,DjBVFFWkVTyh,BE0962768191,CRESCHZZ80A,,,,BE,Suppliers,Mia King,3280691745,,,
134.880.417,Consulting Logistics Transportation,Academie Pad 99,1804,Corsier-sur-Vevey,Belgium,contact@music.ch,,CHF,FwsxFSANVDlPJ,BE6927160798,POFICHBEXXX,,,,BE,Suppliers,Matthew Carter,3256879430,,,
-324676158,Advisory Depot Logistics,Leraren Opl 85,CH8401,Wintherthur,Belgium,contact@music.ch,,CHF,bmysd,BE9176602086,ZKBKCHZZ80A,,,,BE,Suppliers,Lily Hall,3268059341,,,
101654423,Management Fulfillment Mobility,Student Weg 73,8001,Zürich,Belgium,contact@music.ch,,CHF,CHE-295.255.972,BE0962768917,RAIFCH22XXX,,,,BE,Suppliers,Daniel Evans,3236019478,,,
BE0447837523,Strategy Procurement Travel,Onderwijs Laan 61,8400,Winterthur,Belgium,contact@music.ch,,CHF,BE-947.389.897,BE6927160798,RAIFCH22XXX,,,,BE,Suppliers,Lucy Ward,3249056782,,,
BE0447827533,Finance Sourcing Tourism,Ontdekking Pad 28,3050,Bern,Belgium,contact@music.ch,,CHF,BE-368.844.525 MWST,BE9176602086,RAIFCH22XXX,,,,BE,Suppliers,Sebastian Davis,3258032764,,,
BE-108.954.978,Banking Trading Hospitality,Vernieuwing Perf 66,8005,Zürich,Belgium,accounting@baning.ch,,CHF,BEL-690.744.616,BE0962768191,RAIFCH22XXX,,,,BE,Suppliers,Natalie Evans,3274095821,,,
BE-396842705,Insurance Commerce Leisure,Creatie Vallei 4,8021,Zürich,Belgium,info@homeinsugate.ch,,CHF,BEL-123.578.326,BE6927160798,RAIFCH22XXX,,,,BE,Suppliers,Benjamin Clark,3287564390,,,
BE0447827523,Legal Retail Entertainment,Kunstenaars Pleintje 82,8050,Zurich,Belgium,info@homeinsugate.ch,,CHF,BE-806.625.857,BE9176602086,RAIFCH22XXX,,,,BE,Suppliers,Ruby Butler,3219730546,,,
BE0447827523,Accounting Wholesale Media,Cultuur Park 37,8032,Zürich,Switzerland,info@homeinsugate.ch,,CHF,BE-194.154.634 MWST,BE0962768917,RAIFCH22XXX,,,,BE,Suppliers,Jack Mitchell,3264805179,,,
CZ31575487,Alconost Inc. - Localisation and translation services for digital platforms.,"700 N. Fairfax, Suite 614",VA 22314,Alexandria,UnitedStates,,UnitedStates,USD,Alconost Inc.,,CHASUS33,767660795.0,21000021.0,Apex Community Bank,CZK,Suppliers,,,,,Alconost Inc.
CZ63990083,Akcent s.r.o. - Czech translation and language support services.,Štěpánská 616/20A,11000,Praha 1,CzechRepublic,,CzechRepublic,CZK,CZ63990083,CZ5308000000005846329339,FIOBPP,767660795.0,21000021.0,Bayside Credit Union,CZK,Suppliers,,,,,Akcent s.r.o.
CZ24206971,"RUBIKON Public Relations, s.r.o. - PR and corporate communication services.","Václavské náměstí 806/62, PRAHA 1 - NOVÉ MĚSTO",110,00  PRAHA 1,CzechRepublic,,CzechRepublic,CZK,CZ24206971,CZ5308000000005846329339,FIOBPP,5500666333696.0,21000021.0,Blue Ridge Bank,CZK,Suppliers,,,,,"RUBIKON Public Relations, s.r.o."
CZ562940627,Mother Tongue Limited - Creative transcreation and multilingual copywriting.,"Bankside 3, 90 Southwark Street",SE1 0SW,London,UnitedKingdom,,UnitedKingdom,GBP,GB562940627,GB38MIDL40019523353524,FIOBPP,5500666333696.0,21000021.0,Summit Financial Trust,CZK,Suppliers,,,,,Mother Tongue Limited
CZ687217956,"Antenna Group, Inc. - PR and media relations for brand visibility.",Perlová 371/5,11000,Prague,CzechRepublic,,CzechRepublic,CZK,CZ687217956,GB53TRWI23147073595378,TRWIGB2LXXX,5500666333696.0,21000021.0,Prime Federal Bank,CZK,Suppliers,,,,,"Antenna Group, Inc."
CZ699006106,IWG Management (Czech Republic) s.r.o. - Flexible workspace solutions provider.,Na Strži 1702/65,11000,Prague,CzechRepublic,,CzechRepublic,CZK,CZ699006106,CZ7035000000001000546518,INGBCZPP,5500666333696.0,21000021.0,Colonial Reserve Bank,CZK,Suppliers,,,,,"IWG Management (Czech Republic) s.r.o.,"
CZ61246115,"Rödl & Partner Tax, k.s. - Specialized tax advisory services.","Platnéřská 2, PRAHA 1 - STARÉ MĚSTO",11000,Praha,CzechRepublic,,CzechRepublic,CZK,CZ61246115,CZ5327000000002111094328,BACXCZPP,5500666333696.0,21000021.0,Peak Community Bank,CZK,Suppliers,,,,,"Rödl & Partner Tax, k.s. -  CZ61246115"
CZ64572072,"Rödl & Partner, k.s. - Consulting and legal advisory firm.","Platnéřská 2, PRAHA 1 - STARÉ MĚSTO",11000,Praha,CzechRepublic,,CzechRepublic,CZK,CZ64572072,DE66760200700017111906,HYVEDEMM460,5500666333696.0,21000021.0,Sunset Reserve Bank,CZK,Suppliers,,,,,"Rödl & Partner, k.s. - CZ64572072"
CZ07461364,Surikata PR s.r.o - Media relations and event management.,Nádražní 48/92,15000,Praha 5,CzechRepublic,,CzechRepublic,CZK,CZ07461364,CZ9855000000001027147648,RZBCCZPP,5500666333696.0,21000021.0,Epic Financial Group,CZK,Suppliers,,,,,Surikata PR s.r.o
CZ17874114,Alma bio s.r.o. - Distributor of organic and eco-friendly foods.,V jirchářích 150/8,11000,Prague,CzechRepublic,,CzechRepublic,CZK,CZ17874114,CZ6101000001239496540297,KOMBCZPP,5500666333696.0,21000021.0,Apex Community Bank,CZK,Suppliers,,,,,Alma bio s.r.o.
CZ26092183,DUSTIN A/S - Reseller of IT hardware and software solutions.,Åhave Parkvej 27,8260,Viby J,Denmark,,Denmark,DKK,DK26092183,DK4220005905827563,NDEADKKK,5500666333696.0,21000021.0,Bayside Credit Union,CZK,Suppliers,,,,,DUSTIN A/S
CZ0642737737,Workshop Finance Advisory,Adligenswiler Weg 22,9050,Appenzell,Belgium,,Belgium,EUR,BEL-510.178.292,BE0962967718,NDEADKKK,5500666333696.0,21000021.0,Blue Ridge Bank,CZK,Suppliers,,,,,Mia Brooks
CZ0860109391,Collective Taxation Wellness,Schöntalparkstraat 5 postfach,CH-4626,Niederbuchsiten,Belgium,,Belgium,CHF,mveufuc,BE6927108679,RAIFCH22XXX,5500666333696.0,21000021.0,Summit Financial Trust,CZK,Suppliers,,,,,Benjamin Hill
CZ0728655684,Emporium Education Fitness,Av de Platzlaan 5,8001,Zurich,Belgium,,Belgium,CHF,snxkl,BE9176602868,RAIFCH22XXX,5500666333696.0,21000021.0,Prime Federal Bank,CZK,Suppliers,,,,,Charlotte Rivera
CZ0672871083,Marketplace Research Outdoor,Lerzen Straat 18,CH-4132,Basel,Belgium,,Belgium,CHF,BE-825.244.958 MWST,BE0962768917,BLKBCH22,5500666333696.0,21000021.0,Colonial Reserve Bank,CZK,Suppliers,,,,,Lucas Cooper
CZ0746581185,Depot Development Recreation,Route d'Arnier 4,1219,Genève,Belgium,,Belgium,CHF,BEL-266.494.709,BE6927160879,BLKBCH22,5500666333696.0,21000021.0,Peak Community Bank,CZK,Suppliers,,,,,Lily Morris
CZ0888020350,Warehouse Innovation Arts,Berk Straat 84,8603,Schwarzenbach,Belgium,,Belgium,CHF,CHE-976.341.931,BE9176602086,BLKBCH22,5500666333696.0,21000021.0,Sunset Reserve Bank,CZK,Suppliers,,,,,Jackson Perez
CZ0447827521,Logistics Technology Culture,Dorp Laan 12a,6002,Luzern,Belgium,,Belgium,CHF,LSoBTIHBenlflf,BE0962768191,BLKBCH22,5500666333696.0,21000021.0,Epic Financial Group,CZK,Suppliers,,,,,Chloe Jenkins
CZ0544411213,Fulfillment Software Creative,Sihl Kade 253,8022,Zürich,Belgium,,Belgium,CHF,cdewpuzmp,BE6927160798,POFICHBEXXX,5500666333696.0,21000021.0,True North Bank,CZK,Suppliers,,,,,Alexander Reed
CZ0867686774,Procurement Hardware Publishing,Bahnhof Steenweg 10,1014,Lausanne,Belgium,,Belgium,CHF,FoCAhtBNwN,BE9176602086,POFICHBEXXX,5500666333696.0,21000021.0,Coastal National Bank,CZK,Suppliers,,,,,Zoe James
CZ0000000001,A smart financial platform,Star Street 1,1,Copenhagen,Denmark,help@light.inc,Denmark,DKK,1111111,US01111111111,US248173,5500666333696.0,21000021.0,Main Bank,USD,Suppliers,,,,,Light
627481305,PlxZyqA15 A/S,Nellemoseveien 15,5683,Oslo,Denmark,,Denmark,DKK,NO238479520,NO7645392186463,SYBSEK45,16047935423,,First National Bank,NO,Suppliers,,,Within 7 Days,7281493,
384926731,ThraBexor Ltd,Seljeveien 3,575,Bergen,Norway,,Norway,NOK,SE348792561,NO7645392186463,SYBSEK45,46203122859,,Central Trust Bank,NO,Suppliers,,,Within 14 Days,40261738,
521843092,VotrellisCorp,Karoline Kristiansens vei 5,661,Oslo,Norway,,Norway,NOK,NO493857160,NO9582764827301,2097314653,81250697381,,Bank of the East,NO,Suppliers,,,Within 30 Days,58310927,
764218395,GlebrixLabs AS,Hans Michelsens veg 8,7080,Drammen,Norway,,Norway,NOK,NO502938714,NO9582764827301,NDKEPNXQ,81210153866,,Northern Savings Bank,NO,Suppliers,,,Within 60 Days,29471638,
918372465,Serpionus Tech,Pottemakerveien 12,954,Oslo,Norway,,Norway,NOK,847203611,NO3014267057812,NDKEPNXQ,32173629501,,Capital City Bank,NO,Suppliers,,,Within 7 Days,51732908,
103847265,Mavokke Ltd,Torvgaten 11,4836,Oslo,Norway,,Norway,NOK,NO 956 374 839,NO3014267057812,DNBCATOBXX,70480322527,,Citizens Credit Union,NO,Suppliers,,,Within 14 Days,62834071,
528374961,Tredelix Group,Drammensveien 152,277,Moss,Norway,,Norway,NOK,NO285913470,NO5268039476173,DNBCATOBXX,60980437455,,Global Finance Bank,NO,Suppliers,,,Within 30 Days,39084756,
528374961,Tredelix Group,Drammensveien 152,277,Moss,Norway,,Norway,NOK,NO285913470,NO5268039476173,DNBCATOBXX,60980437455,,Trustwell Bank,NO,Suppliers,,,Within 30 Days,17382905,
491026583,Wynatech AS,Karvesvingen 7,579,Kristiansand S,Norway,,Norway,NOK,563092847,NO5268039476173,SPTRNO32,16037240579,,Sunrise Federal Bank,NO,Suppliers,,,Within 60 Days,61493827,
826394751,Ravernix Solutions,Torggata 5,181,Oslo,Norway,,Norway,NOK,NO192374650,2345 10 85947,SPTRNO32,16034789254,,Summit Financial,NO,Suppliers,,,Within 7 Days,29104837,
294738516,Exoplus Enterprises,Trondheimsveien 9,560,Lysaker,Norway,,Norway,NOK,235 849 160 MVA,2345 10 85947,DNBPAOXX,16034789254,,Mountain View Bank,NO,Suppliers,,,Within 14 Days,73826504,
763192584,Klyptos Global,Grensen 11 B,159,Stockholm,Norway,,Norway,NOK,639283174,NO6194328056730,DNBPAOXX,65024329580,,Pacific Horizon Bank,NO,Suppliers,,,Within 30 Days,48271639,
927461308,Drogzonix AS,Bangvegen 470,7514,Oslo,Norway,,Norway,NOK,NO581734602,NO6194328056730,DNBREIKL,50947630951,,United Community Bank,NO,Suppliers,,,Within 60 Days,53029176,
348562719,Zorveta Services,Henrik Ibsens gate 62,255,Oslo,Norway,,Norway,NOK,NO703258914,NO1852396478903,DNBREIKL,50947630951,,Regional Trust Bank,NO,Suppliers,,,Within 7 Days,94716320,
675139248,Venkorix Holdings,Øvre Slottsgate 5,157,Oslo,Norway,,Norway,NOK,NO 314827905,NO1852396478903,DNBVNKPXX,18241793057,,Infinity Financial Group,NO,Suppliers,,,Within 14 Days,28419375,
384917526,Leltrix Network,Risengbakken 12,3413,Oslo,Norway,,Norway,NOK,NO948570632,NO6475201389071,DNBVNKPXX,50940861412,,Coastal National Bank,NO,Suppliers,,,Within 30 Days,31029476,
109283745,Axylosys Inc,Dronning Eufemias gate 14,191,Arendal,Norway,,Norway,NOK,NO562893174,NO6475201389071,NDHRFLNF,97535638150,,Heritage Savings Bank,NO,Suppliers,,,Within 60 Days,57231894,
627394815,Bravrix Global,Selma Ellefsens vei 10,581,Heimdal,Norway,,Norway,NOK,716528490,NO4957612309786,NDHRFLNF,39207654182,,Liberty Financial,NO,Suppliers,,,Within 7 Days,68490213,
841930762,VeldanaTech AS,Postvegen 14,6018,Oslo,Norway,,Norway,NOK,NO 129457620,NO4957612309786,DNBIRRXL,39207654182,,Union Reserve Bank,NO,Suppliers,,,Within 14 Days,47281590,
726481305,Tharionix Solutions,Bygg A3,473,Tiller,Columbia,,Norway,NOK,NO627389251,NO2187956041827,DNBIRRXL,16067027682,,Riverside Trust Bank,NO,Suppliers,,,Within 30 Days,93620147,
193847265,Zentrovia Enterprises,C/O Greenhouse Stavanger,191,Oslo,Norway,,Norway,NOK,530168479,NO2187956041827,HANDHNXX,11203956781,,Prime Bank Group,NO,Suppliers,,,Within 60 Days,81420753,
561094273,Dravexor Ltd,Brekkerødveien 45,1782,Oslo,Norway,,Norway,NOK,894276103,NO8460539276473,SPQENR72,26347302551,,American Integrity Bank,NO,Suppliers,,,Within 7 Days,51693482,
829374156,Myrtavex Industries,Schæffers gate 8A,558,Oslo,Norway,,Norway,NOK,671205948,NO8460539276473,SPQENR72,60128653175,,Valley Bank & Trust,NO,Suppliers,,,Within 14 Days,73820915,
306948512,Belterian AS,Langkaia 3,150,Grålum,Norway,,Norway,NOK,NO 527 804 612,NO3195601874126,ESSPKOLX,16074310259,,Golden State Bank,NO,Suppliers,,,Within 30 Days,41827305,
785263409,Nyvotek Labs,Parkgata 6,6003,Oslo,Norway,,Norway,NOK,376815924,NO3195601874126,DNBJUSNL,16074310259,,Metro Community Bank,NO,Manufacturing,,,Within 60 Days,57013428,
409182736,Orlantex Ltd,Strandgata 22,152,Sandefjord,Norway,,Norway,NOK,951638027,NO1849263053749,DNBOTXLD,16062380172,,Guardian Credit Union,NO,Suppliers,,,Within 7 Days,23694817,
953274610,Tivonex Global,Torggata 29,183,Oslo,Norway,,Norway,NOK,NO582749305,NO1849263053749,DNBOTXLD,16062380172,,Alliance National Bank,NO,Suppliers,,,Within 14 Days,47382901,
268435109,XylarisTech AS,Olaf Schous vei 4,572,Billingstad,Norway,,Norway,NOK,613 957 028,NO4975037168720,DABTFO23,5327039517,,Victory Bank Corporation,NO,Suppliers,,,Within 30 Days,62940385,
417928536,Zypraxen Ltd,v/Morten Fastvold 2,565,Oslo,Norway,,Norway,NOK,NO247396185,NO4975037168720,DABTPO21,16067345201,,Grand Savings Bank,NO,Suppliers,,,Within 60 Days,19374826,
620349871,Kelvotex AS,Kokstadflaten 25,5257,Svelvik,Norway,,Norway,NOK,NO 128374509,NO3051769485287,DABTFO34,1607.92.78101,,Equity Trust Bank,NO,Suppliers,,,Within 7 Days,50293817,
793405182,Woxteris Enterprises,6. etasje,7031,Oslo,Norway,,Norway,NOK,NO 763204850,NO3051769485287,DNBCPPTXX,16038829416,,Prosperity Financial Bank,NO,Suppliers,,,Within 14 Days,84170623,
258471396,Ivytronix Inc,Hovinveien 50,576,Fyllingsdalen,Norway,,Norway,NOK,259834171,NO9278361094215,NDEENQG,61350238790,,Inland Empire Bank,NO,Suppliers,,,Within 30 Days,71938405,
864910723,Lunexor Solutions,Tykkemyr 2,1597,Oslo,Norway,,Norway,NOK,495731628,NO9278361094215,DABHIF99,61350238790,,Noble Reserve Bank,NO,Suppliers,,,Within 60 Days,38291746,
394782615,Verilora Networks,Kongens gate 8,153,Oslo,Norway,,Norway,NOK,NO370812649,NO7586420391943,DABHIF99,81117264059,,Horizon Mutual Bank,NO,Suppliers,,,Within 7 Days,60518392,
751938402,Wenatoris Ltd,Fridtjof Nansens plass 6,160,Halden,Norway,,Norway,NOK,NO618932750,NO7586420391943,DNBAKNN,16034893071,,Legacy National Bank,NO,Suppliers,,,Within 14 Days,47201853,
260948731,Yalonix Inc,Øvre gate 9,551,Oslo,Norway,,Norway,NOK,NO174506829,NO8520736142671,DNBAKNN,16037846250,,Pathway Savings Bank,NO,Suppliers,,,Within 30 Days,51623847,
498273615,Opteronix Solutions,Kalnesveien 8,1712,Oslo,Norway,,Norway,NOK,904721563,NO8520736142671,SPQHNO21,16037846250,,Progressive Trust Bank,NO,Suppliers,,,Within 60 Days,91840573,
623491807,Zyphorix AS,Kongens gate 9,1712,Oslo,Norway,,Norway,NOK,NO153826417,NO6728391850243,SHDSNKL23,16034052712,,Harmony Financial Group,NO,Suppliers,,,Within 7 Days,36217408,
817306492,Qaltronix Ltd,Københavngata 5,153,Stjørdal,Norway,,Norway,NOK,NO920573628,NO6728391850243,SHDSNKL23,16034052712,,Apex Community Bank,NO,Suppliers,,,Within 14 Days,20398457,
529104837,Inixentra Group,Henrik Ibsens gate 95,553,Oslo,Norway,,Norway,NOK,SE184395620,NO1038592406715,DABHEP34,60960208379,,Southern Trust Bank,NO,Suppliers,,,Within 30 Days,57248109,
387264915,Pelvexis Solutions,Bygg C,255,Oslo,Norway,,Norway,NOK,NO631084792,NO1038592406715,DABHEP34,21345828,,Evergreen Federal Bank,NO,Suppliers,,,Within 60 Days,38592716,
105928743,Drilonex Ltd,Stortorvet 15,473,Oslo,Norway,,Norway,NOK,NO274659831,NO5027183968504,DNBCXOPXX,21345828,,Atlas Credit Union,NO,Suppliers,,,Within 7 Days,10482736,
609472815,Tivorix Global,Langes gate 6,155,Ålesund,Norway,,Norway,NOK,NO154928305,NO5027183968504,NDEKKNR,16073194255,,Blue Ridge Bank,NO,Suppliers,,,Within 14 Days,79612054,
826374105,Evorianis AS,Vestre Rosten 110,5007,Oslo,Norway,,Norway,NOK,NO726493501,NO4175061927308,NDEKQKL,65603527981,,Unity Bank Group,NO,Suppliers,,,Within 30 Days,36201784,
318294756,Zantrolix Ltd,Kobbervikdalen 120,7075,Oslo,Norway,,Norway,NOK,NO853712460,NO4175061927308,NDEKQKL,25360381628,,Prime Federal Bank,NO,Suppliers,,,Within 60 Days,27150368,
964203518,Galtronix AS,Tungavegen 41,3036,Oslo,Norway,,Norway,NOK,NO730268592,NO2096845273816,DABKNOD,42201687535,,Highland Savings Bank,NO,Suppliers,,,Within 7 Days,92847510,
729384610,Kyronix Global,Karenslyst Alle 11 B,7047,Kokstad,Norway,,Norway,NOK,NO290384167,NO2096845273816,NDEEKLS,71324586141,,Central Alliance Bank,NO,Suppliers,,,Within 14 Days,45182379,
415736920,Halnixor Solutions,Toftes gate 8,278,Oslo,Norway,,Norway,NOK,NO492158703,NO3528194756037,NDEEKLS,18804327314,,First Guardian Bank,NO,Suppliers,,,Within 30 Days,60394812,
273846159,Xentrovia Labs,Storgata 6,556,Oslo,Norway,,Norway,NOK,NO367285091,NO3528194756037,NDEEKLS,18804327314,,Midwest Reserve Bank,NO,Suppliers,,,Within 60 Days,83947162,
610293847,Virenixteq AS,Postboks 750 Sentrum,155,Lier,Norway,,Norway,NOK,NO923576108,NO7582639105482,DNBANOKK,16041078692,,Eastern Community Bank,NO,Suppliers,,,Within 7 Days,51873240,
859104723,Nexdrion Group,Henrik Ibsens gate 30,106,Oslo,Norway,,Norway,NOK,NO638029147,NO7582639105482,DNBANOKK,16041078692,,Prestige National Bank,NO,Suppliers,,,Within 7 Days,27583149,
472681305,Kyluson Ltd,Hausmanns gate 25,255,Oslo,Norway,,Norway,NOK,NO739561208,NO4720831615724,HANDNOKKXXX,60942710433,,Pioneer Federal Bank,NO,Suppliers,,,Within 14 Days,49028375,
291847365,Fytrovius AS,Biskop Gunnerus' gate 16A,182,Oslo,Norway,,Norway,NOK,NO823485900,NO4720831615724,SPRONO22,86107460975,,Home Savings Bank,NO,Suppliers,,,Within 30 Days,61523978,
630482719,Dranexis Ventures,Billingstadsletta 15,185,Trondheim,Norway,,Norway,NOK,SE912738445,NO5186749201853,SPRONO22,86107460975,,True North Bank,NO,Suppliers,,,Within 60 Days,48201793,
815947263,Alyst,"Hollyhill Industrial Estate, Hollyhill 2",1396,Oslo,Norway,,Norway,NOK,NO183527846,NO5186749201853,SPRONO22,7059 14 03199,,Pinnacle Trust Bank,NO,Suppliers,,,Within 7 Days,73482016,
376204891,APPLE DISTRIBUTION INTERNATIONAL LIMITED,Gladengveien 4,1396,Oslo,Ireland,,Ireland,NOK,NO730595901,NO2097364536780,ESSENOKX,7059 14 03199,,Broadway Bank Group,NO,Suppliers,,,Within 14 Days,10938274,
493618205,REITAN CONVENIENCE NORWAY AS,Prinsessetunet 6,661,Oslo,Norway,,Norway,NOK,984316577,NO2097364536780,DNBANOKK,8111 61 83244,,Interstate Savings Bank,NO,Suppliers,,,Within 30 Days,83610542,
682719305,AD SALES AS,Frognerveien 12,2016,Eidsvågneset,Norway,,Norway,NOK,NO 852 674 387,NO6825407193728,DNBANOKKXXX,8111 61 83244,,Colonial Reserve Bank,NO,Suppliers,,,Within 60 Days,24917638,
305182647,ADVOKATENE LÅNG ANS,Thereses gate 50,257,Skjetten,Norway,,Norway,NOK,NO789421476,NO6825407193728,DNBANOKKXXX,81116183244,,Epic Financial Group,NO,Suppliers,,,Within 7 Days,50192836,
948276153,GRÜNERLØKKA FLYTTEBYRÅ AS,Karenslyst allé 60,168,Oslo,Norway,,Norway,NOK,458623017,NO8592637401572,DABANO22,50206637771,,Founders Community Bank,NO,Suppliers,,,Within 14 Days,38547019,
527384910,TRIPLETEX AS,Myrvangvegen 18,277,Oslo,Norway,,Norway,NOK,NO934512837,NO8592637401572,DABANO22,65124936422,,Pioneer Trust Bank,NO,Suppliers,,,Within 30 Days,72930165,
804192736,AJ PRODUKTER AS,Sørengkaia 165,2040,Oslo,Norway,,Norway,NOK,102 389 174 MVA,NO1948573206095,DABANO22,60960179051,,Fortress Credit Union,NO,Suppliers,,,Within 60 Days,64713028,
365928410,CJA AS,Karenslyst allé 60,194,Ålesund,Norway,,Norway,NOK,652418729,NO1948573206095,DNBANOKKXXX,60970367125,,Lakeside National Bank,NO,Suppliers,,,Within 7 Days,51843926,
972461305,VISMA AMILI AS,Karenslyst allé 60,277,Nøtterø,Norway,,Norway,NOK,NO812634905,NO7635218475102,NDEANOKK,60970367125,,Mariner Financial,NO,Suppliers,,,Within 14 Days,32019487,
618495073,VISMA MAMUT AS,Drammensveien 150B,277,Oslo,Norway,,Norway,NOK,NO781622645,NO7635218475102,DABANO22,60942754830,,Anchor Trust Bank,NO,Suppliers,,,Within 30 Days,41793582,
740193682,COPYCAT AS,Folke Bernadottes vei 52,277,Frogner,Norway,,Norway,NOK,NO 612 746 251,NO2356784102934,DABANO22,32117849263,,Independence Bank Group,NO,Suppliers,,,Within 60 Days,85912047,
295381476,TRYG FORSIKRING,Gunnestaveien 6C,5147,Oslo,Norway,,Norway,NOK,NO102384756,NO2356784102934,DABANO22,32117849263,,Titan Community Bank,NO,Suppliers,,,Within 7 Days,36281905,
